code	name	length
26551	"Transfer, toe-to-hand with microvascular anastomosis; great toe wrap-around with bone graft"	91
26554	"Transfer, toe-to-hand with microvascular anastomosis; other than great toe, double"	82
26553	"Transfer, toe-to-hand with microvascular anastomosis; other than great toe, single"	82
84460	Transferase; alanine amino (ALT) (SGPT)	39
84450	Transferase; aspartate amino (AST) (SGOT)	41
84466	Transferrin	11
36430	"Transfusion, blood or blood components"	38
36460	"Transfusion, intrauterine, fetal"	32
99495	"Transitional Care Management Services with the following required elements: Communication (direct contact, telephone, electronic) with the patient and/or caregiver within 2 business days of discharge Medical decision making of at least moderate complexity"	255
99496	"Transitional Care Management Services with the following required elements: Communication (direct contact, telephone, electronic) with the patient and/or caregiver within 2 business days of discharge Medical decision making of high complexity during the s"	255
75993	"Transluminal atherectomy, each additional peripheral artery, radiological supervision and interpretation (List separately in addition to code for primary procedure)"	164
75996	"Transluminal atherectomy, each additional visceral artery, radiological supervision and interpretation (List separately in addition to code for primary procedure)"	162
75992	"Transluminal atherectomy, peripheral artery, radiological supervision and interpretation"	88
75994	"Transluminal atherectomy, renal, radiological supervision and interpretation"	76
75995	"Transluminal atherectomy, visceral, radiological supervision and interpretation"	79
75964	"Transluminal balloon angioplasty, each additional peripheral artery, radiological supervision and interpretation (List separately in addition to code for primary procedure)"	172
75968	"Transluminal balloon angioplasty, each additional visceral artery, radiological supervision and interpretation (List separately in addition to code for primary procedure)"	170
35452	"Transluminal balloon angioplasty, open; aortic"	46
35458	"Transluminal balloon angioplasty, open; brachiocephalic trunk or branches, each vessel"	86
35456	"Transluminal balloon angioplasty, open; femoral-popliteal"	57
35454	"Transluminal balloon angioplasty, open; iliac"	45
35450	"Transluminal balloon angioplasty, open; renal or other visceral artery"	70
35459	"Transluminal balloon angioplasty, open; tibioperoneal trunk and branches"	72
35460	"Transluminal balloon angioplasty, open; venous"	46
35472	"Transluminal balloon angioplasty, percutaneous; aortic"	54
35475	"Transluminal balloon angioplasty, percutaneous; brachiocephalic trunk or branches, each vessel"	94
35474	"Transluminal balloon angioplasty, percutaneous; femoral-popliteal"	65
35473	"Transluminal balloon angioplasty, percutaneous; iliac"	53
35471	"Transluminal balloon angioplasty, percutaneous; renal or visceral artery"	72
35470	"Transluminal balloon angioplasty, percutaneous; tibioperoneal trunk or branches, each vessel"	92
35476	"Transluminal balloon angioplasty, percutaneous; venous"	54
75962	"Transluminal balloon angioplasty, peripheral artery, radiological supervision and interpretation"	96
75966	"Transluminal balloon angioplasty, renal or other visceral artery, radiological supervision and interpretation"	109
75978	"Transluminal balloon angioplasty, venous (eg, subclavian stenosis), radiological supervision and interpretation"	111
0177T	Transluminal dilation of aqueous outflow canal; with retention of device or stent	81
66175	Transluminal dilation of aqueous outflow canal; with retention of device or stent	81
0176T	Transluminal dilation of aqueous outflow canal; without retention of device or stent	84
66174	Transluminal dilation of aqueous outflow canal; without retention of device or stent	84
0236T	"Transluminal peripheral atherectomy, open or percutaneous, including radiological supervision and interpretation; abdominal aorta"	129
0237T	"Transluminal peripheral atherectomy, open or percutaneous, including radiological supervision and interpretation; brachiocephalic trunk and branches, each vessel"	161
0238T	"Transluminal peripheral atherectomy, open or percutaneous, including radiological supervision and interpretation; iliac artery, each vessel"	139
0234T	"Transluminal peripheral atherectomy, open or percutaneous, including radiological supervision and interpretation; renal artery"	126
0235T	"Transluminal peripheral atherectomy, open or percutaneous, including radiological supervision and interpretation; visceral artery (except renal), each vessel"	157
35481	"Transluminal peripheral atherectomy, open; aortic"	49
35484	"Transluminal peripheral atherectomy, open; brachiocephalic trunk or branches, each vessel"	89
35483	"Transluminal peripheral atherectomy, open; femoral-popliteal"	60
35482	"Transluminal peripheral atherectomy, open; iliac"	48
35480	"Transluminal peripheral atherectomy, open; renal or other visceral artery"	73
35485	"Transluminal peripheral atherectomy, open; tibioperoneal trunk and branches"	75
35491	"Transluminal peripheral atherectomy, percutaneous; aortic"	57
35494	"Transluminal peripheral atherectomy, percutaneous; brachiocephalic trunk or branches, each vessel"	97
35493	"Transluminal peripheral atherectomy, percutaneous; femoral-popliteal"	68
35492	"Transluminal peripheral atherectomy, percutaneous; iliac"	56
35490	"Transluminal peripheral atherectomy, percutaneous; renal or other visceral artery"	81
35495	"Transluminal peripheral atherectomy, percutaneous; tibioperoneal trunk and branches"	83
69501	Transmastoid antrotomy (simple mastoidectomy)	45
25927	Transmetacarpal amputation	26
25931	Transmetacarpal amputation; re-amputation	41
25929	Transmetacarpal amputation; secondary closure or scar revision	62
33140	"Transmyocardial laser revascularization, by thoracotomy; (separate procedure)"	77
33141	"Transmyocardial laser revascularization, by thoracotomy; performed at the time of other open cardiac procedure(s) (List separately in addition to code for primary procedure)"	173
0167T	"Transmyocardial transcatheter closure of ventricular septal defect, with implant; with cardiopulmonary bypass"	109
0166T	"Transmyocardial transcatheter closure of ventricular septal defect, with implant; without cardiopulmonary bypass"	112
61575	"Transoral approach to skull base, brain stem or upper spinal cord for biopsy, decompression or excision of lesion"	113
61576	"Transoral approach to skull base, brain stem or upper spinal cord for biopsy, decompression or excision of lesion; requiring splitting of tongue and/or mandible (including tracheostomy)"	185
63057	"Transpedicular approach with decompression of spinal cord, equina and/or nerve root(s) (eg, herniated intervertebral disk), single segment; each additional segment, thoracic or lumbar (List separately in addition to code for primary procedure)"	243
63056	"Transpedicular approach with decompression of spinal cord, equina and/or nerve root(s) (eg, herniated intervertebral disk), single segment; lumbar (including transfacet, or lateral extraforaminal approach) (eg, far lateral herniated intervertebral disk)"	253
63055	"Transpedicular approach with decompression of spinal cord, equina and/or nerve root(s) (eg, herniated intervertebral disk), single segment; thoracic"	148
55859	"Transperineal placement of needles or catheters into prostate for interstitial radioelement application, with or without cystoscopy"	131
55875	"Transperineal placement of needles or catheters into prostate for interstitial radioelement application, with or without cystoscopy"	131
61598	"Transpetrosal approach to posterior cranial fossa, clivus or foramen magnum, including ligation of superior petrosal sinus and/or sigmoid sinus"	143
38215	"Transplant preparation of hematopoietic progenitor cells; cell concentration in plasma, mononuclear, or buffy coat layer"	120
38207	Transplant preparation of hematopoietic progenitor cells; cryopreservation and storage	86
38214	Transplant preparation of hematopoietic progenitor cells; plasma (volume) depletion	83
38213	Transplant preparation of hematopoietic progenitor cells; platelet depletion	76
38212	Transplant preparation of hematopoietic progenitor cells; red blood cell removal	80
38210	"Transplant preparation of hematopoietic progenitor cells; specific cell depletion within harvest, T-cell depletion"	114
38208	Transplant preparation of hematopoietic progenitor cells; thawing of previously frozen harvest	94
38211	Transplant preparation of hematopoietic progenitor cells; tumor cell depletion	78
38209	Transplant preparation of hematopoietic progenitor cells; washing of harvest	76
27397	"Transplant, hamstring tendon to patella; multiple tendons"	57
27396	"Transplant, hamstring tendon to patella; single tendon"	54
48554	Transplantation of pancreatic allograft	39
54680	Transplantation of testis(es) to thigh (because of scrotal destruction)	71
35695	Transposition and/or reimplantation; carotid to subclavian artery	65
35694	Transposition and/or reimplantation; subclavian to carotid artery	65
35691	Transposition and/or reimplantation; vertebral to carotid artery	64
35693	Transposition and/or reimplantation; vertebral to subclavian artery	67
67320	"Transposition procedure (eg, for paretic extraocular muscle), any extraocular muscle (specify) (List separately in addition to code for primary procedure)"	154
58825	"Transposition, ovary(s)"	23
45000	Transrectal drainage of pelvic abscess	38
93293	"Transtelephonic rhythm strip pacemaker evaluation(s) single, dual, or multiple lead pacemaker system, includes recording with and without magnet application with physician analysis, review and report(s), up to 90 days"	217
61595	"Transtemporal approach to posterior cranial fossa, jugular foramen or midline skull base, including mastoidectomy, decompression of sigmoid sinus and/or facial nerve, with or without mobilization"	195
0259T	"Transthoracic cardiac exposure (eg, sternotomy, thoracotomy, subxiphoid) for catheter-delivered aortic valve replacement; with cardiopulmonary bypass"	149
0258T	"Transthoracic cardiac exposure (eg, sternotomy, thoracotomy, subxiphoid) for catheter-delivered aortic valve replacement; without cardiopulmonary bypass"	152
93303	Transthoracic echocardiography for congenital cardiac anomalies; complete	73
93304	Transthoracic echocardiography for congenital cardiac anomalies; follow-up or limited study	91
33621	"Transthoracic insertion of catheter for stent placement with catheter removal and closure (eg, hybrid approach stage 1)"	119
31730	Transtracheal (percutaneous) introduction of needle wire dilator/stent or indwelling tube for oxygen therapy	108
31715	Transtracheal injection for bronchography	41
50770	"Transureteroureterostomy, anastomosis of ureter to contralateral ureter"	71
52510	Transurethral balloon dilation of the prostatic urethra	55
53850	Transurethral destruction of prostate tissue; by microwave thermotherapy	72
53852	Transurethral destruction of prostate tissue; by radiofrequency thermotherapy	77
53853	Transurethral destruction of prostate tissue; by water-induced thermotherapy	76
52700	Transurethral drainage of prostatic abscess	43
52601	"Transurethral electrosurgical resection of prostate, including control of postoperative bleeding, complete (vasectomy, meatotomy, cystourethroscopy, urethral calibration and/or dilation, and internal urethrotomy are included)"	225
52606	Transurethral fulguration for postoperative bleeding occurring after the usual follow-up time	93
52450	Transurethral incision of prostate	34
53860	Transurethral radiofrequency micro-remodeling of the female bladder neck and proximal urethra for stress urinary incontinence	125
52500	Transurethral resection of bladder neck (separate procedure)	60
52612	Transurethral resection of prostate; first stage of two-stage resection (partial resection)	91
52614	Transurethral resection of prostate; second stage of two-stage resection (resection completed)	94
52640	Transurethral resection; of postoperative bladder neck contracture	66
52630	Transurethral resection; of regrowth of obstructive tissue longer than one year postoperative	93
52620	Transurethral resection; of residual obstructive tissue after 90 days postoperative	83
0193T	"Transurethral, radiofrequency micro-remodeling of the female bladder neck and proximal urethra for stress urinary incontinence"	126
33870	"Transverse arch graft, with cardiopulmonary bypass"	50
51060	Transvesical ureterolithotomy	29
2M	"TRB, T cell receptor beta (lymphoma/leukemia)"	45
81340	"TRB@ (T cell antigen receptor, beta) (eg, leukemia and lymphoma), gene rearrangement analysis to detect abnormal clonal population(s); using amplification methodology (eg, polymerase chain reaction)"	198
81341	"TRB@ (T cell antigen receptor, beta) (eg, leukemia and lymphoma), gene rearrangement analysis to detect abnormal clonal population(s); using direct probe methodology (eg, Southern blot)"	185
77334	"Treatment devices, design and construction; complex (irregular blocks, special shields, compensators, wedges, molds or casts)"	125
77333	"Treatment devices, design and construction; intermediate (multiple blocks, stents, bite blocks, special bolus)"	110
77332	"Treatment devices, design and construction; simple (simple block, simple bolus)"	79
24605	Treatment of closed elbow dislocation; requiring anesthesia	59
24600	Treatment of closed elbow dislocation; without anesthesia	57
31586	Treatment of closed laryngeal fracture; with closed manipulative reduction	74
31585	Treatment of closed laryngeal fracture; without manipulation	60
67229	"Treatment of extensive or progressive retinopathy, one or more sessions; preterm infant (less than 37 weeks gestation at birth), performed from birth up to 1 year of age (eg, retinopathy of prematurity), photocoagulation or cryotherapy"	235
59812	"Treatment of incomplete abortion, any trimester, completed surgically"	69
59820	"Treatment of missed abortion, completed surgically; first trimester"	67
59821	"Treatment of missed abortion, completed surgically; second trimester"	68
21810	Treatment of rib fracture requiring external fixation (flail chest)	67
59830	"Treatment of septic abortion, completed surgically"	50
27176	"Treatment of slipped femoral epiphysis; by single or multiple pinning, in situ"	78
27175	"Treatment of slipped femoral epiphysis; by traction, without reduction"	70
92508	"Treatment of speech, language, voice, communication, and/or auditory processing disorder (includes aural rehabilitation); group, two or more individuals"	152
92507	"Treatment of speech, language, voice, communication, and/or auditory processing disorder (includes aural rehabilitation); individual"	132
27257	"Treatment of spontaneous hip dislocation (developmental, including congenital or pathological), by abduction, splint or traction; with manipulation, requiring anesthesia"	169
27256	"Treatment of spontaneous hip dislocation (developmental, including congenital or pathological), by abduction, splint or traction; without anesthesia, without manipulation"	170
12020	Treatment of superficial wound dehiscence; simple closure	57
12021	Treatment of superficial wound dehiscence; with packing	55
92526	Treatment of swallowing dysfunction and/or oral function for feeding	68
28455	"Treatment of tarsal bone fracture (except talus and calcaneus); with manipulation, each"	87
28450	"Treatment of tarsal bone fracture (except talus and calcaneus); without manipulation, each"	90
5050F	Treatment plan communicated to provider(s) managing continuing care within 1 month of diagnosis (ML)	100
5050F	Treatment plan communicated to provider(s) managing continuing care within 1 month of diagnosis (ML)	100
5020F	Treatment summary report communicated to physician(s) managing continuing care within 1 month of completing treatment (ONC)	123
5020F	Treatment summary report communicated to physician(s) managing continuing care within 1 month of completing treatment (ONC)	123
0029T	"Treatment(s) for incontinence, pulsed magnetic neuromodulation, per day"	71
2N	"TRG, T cell receptor gamma (lymphoma/leukemia)"	46
81342	"TRG@ (T cell antigen receptor, gamma) (eg, leukemia and lymphoma), gene rearrangement analysis, evaluation to detect abnormal clonal population(s)"	146
33468	Tricuspid valve repositioning and plication for Ebstein anomaly	63
84478	Triglycerides	13
84481	Triiodothyronine T3; free	25
84482	Triiodothyronine T3; reverse	28
84480	Triiodothyronine T3; total (TT-3)	33
11719	"Trimming of nondystrophic nails, any number"	43
84512	"Troponin, qualitative"	21
84484	"Troponin, quantitative"	22
84485	Trypsin; duodenal fluid	23
84488	"Trypsin; feces, qualitative"	27
84490	"Trypsin; feces, quantitative, 24-hour collection"	48
44015	"Tube or needle catheter jejunostomy for enteral alimentation, intraoperative, any method (List separately in addition to primary procedure)"	139
33015	Tube pericardiostomy	20
32020	"Tube thoracostomy with or without water seal (eg, for abscess, hemothorax, empyema) (separate procedure)"	104
32551	"Tube thoracostomy, includes water seal (eg, for abscess, hemothorax, empyema), when performed (separate procedure)"	114
86481	"Tuberculosis test, cell mediated immunity antigen response measurement; enumeration of gamma interferon-producing T-cells in cell suspension"	140
0010T	"Tuberculosis test, cell mediated immunity measurement of gamma interferon antigen response"	90
86480	"Tuberculosis test, cell mediated immunity measurement of gamma interferon antigen response"	90
58750	Tubotubal anastomosis	21
58752	Tubouterine implantation	24
78814	"Tumor imaging, positron emission tomography (PET) with concurrently acquired computed tomography (CT) for attenuation correction and anatomical localization; limited area (eg, chest, head/neck)"	193
78815	"Tumor imaging, positron emission tomography (PET) with concurrently acquired computed tomography (CT) for attenuation correction and anatomical localization; skull base to mid-thigh"	181
78816	"Tumor imaging, positron emission tomography (PET) with concurrently acquired computed tomography (CT) for attenuation correction and anatomical localization; whole body"	168
78810	"Tumor imaging, positron emission tomography (PET), metabolic evaluation"	71
78811	"Tumor imaging, positron emission tomography (PET); limited area (eg, chest, head/neck)"	86
78812	"Tumor imaging, positron emission tomography (PET); skull base to mid-thigh"	74
78813	"Tumor imaging, positron emission tomography (PET); whole body"	61
9P	TWIST (Saethre-Chotzen syndrome)	32
61105	Twist drill hole for subdural or ventricular puncture	53
61108	Twist drill hole for subdural or ventricular puncture; for evacuation and/or drainage of subdural hematoma	106
61107	Twist drill hole for subdural or ventricular puncture; for implanting ventricular catheter or pressure recording device	119
61850	"Twist drill or burr hole(s) for implantation of neurostimulator electrodes, cortical"	84
61862	"Twist drill, burr hole, craniotomy, or craniectomy for stereotactic implantation of one neurostimulator array in subcortical site (eg, thalamus, globus pallidus, subthalamic nucleus, periventricular, periaqueductal gray)"	220
61867	"Twist drill, burr hole, craniotomy, or craniectomy with stereotactic implantation of neurostimulator electrode array in subcortical site (eg, thalamus, globus pallidus, subthalamic nucleus, periventricular, periaqueductal gray), with use of intraoperative"	255
61868	"Twist drill, burr hole, craniotomy, or craniectomy with stereotactic implantation of neurostimulator electrode array in subcortical site (eg, thalamus, globus pallidus, subthalamic nucleus, periventricular, periaqueductal gray), with use of intraoperative"	255
61863	###############################################################################################################################################################################################################################################################	256
61864	###############################################################################################################################################################################################################################################################	256
4145F	"Two or more anti-hypertensive agents prescribed or currently being taken (CAD, HTN)"	83
62	Two Surgeons	12
2035F	Tympanic membrane mobility assessed with pneumatic otoscopy or tympanometry (OME)	81
69610	"Tympanic membrane repair, with or without site preparation or perforation for closure, with or without patch"	108
69676	Tympanic neurectomy	19
69450	"Tympanolysis, transcanal"	24
92567	Tympanometry (impedance testing)	32
92550	Tympanometry and reflex threshold measurements	46
69636	"Tympanoplasty with antrotomy or mastoidotomy (including canalplasty, atticotomy, middle ear surgery, and/or tympanic membrane repair); with ossicular chain reconstruction"	170
69637	"Tympanoplasty with antrotomy or mastoidotomy (including canalplasty, atticotomy, middle ear surgery, and/or tympanic membrane repair); with ossicular chain reconstruction and synthetic prosthesis (eg, partial ossicular replacement prosthesis (PORP), total"	255
69635	"Tympanoplasty with antrotomy or mastoidotomy (including canalplasty, atticotomy, middle ear surgery, and/or tympanic membrane repair); without ossicular chain reconstruction"	173
69646	"Tympanoplasty with mastoidectomy (including canalplasty, middle ear surgery, tympanic membrane repair); radical or complete, with ossicular chain reconstruction"	160
69645	"Tympanoplasty with mastoidectomy (including canalplasty, middle ear surgery, tympanic membrane repair); radical or complete, without ossicular chain reconstruction"	163
69650	"Tympanoplasty with mastoidectomy (including canalplasty, middle ear surgery, tympanic membrane repair); Stapes mobilization"	123
69644	"Tympanoplasty with mastoidectomy (including canalplasty, middle ear surgery, tympanic membrane repair); with intact or reconstructed canal wall, with ossicular chain reconstruction"	180
69643	"Tympanoplasty with mastoidectomy (including canalplasty, middle ear surgery, tympanic membrane repair); with intact or reconstructed wall, without ossicular chain reconstruction"	177
69642	"Tympanoplasty with mastoidectomy (including canalplasty, middle ear surgery, tympanic membrane repair); with ossicular chain reconstruction"	139
69641	"Tympanoplasty with mastoidectomy (including canalplasty, middle ear surgery, tympanic membrane repair); without ossicular chain reconstruction"	142
69632	"Tympanoplasty without mastoidectomy (including canalplasty, atticotomy and/or middle ear surgery), initial or revision; with ossicular chain reconstruction (eg, postfenestration)"	178
69633	###############################################################################################################################################################################################################################################################	256
69631	"Tympanoplasty without mastoidectomy (including canalplasty, atticotomy and/or middle ear surgery), initial or revision; without ossicular chain reconstruction"	158
69436	"Tympanostomy (requiring insertion of ventilating tube), general anesthesia"	74
69433	"Tympanostomy (requiring insertion of ventilating tube), local or topical anesthesia"	83
1052F	"Type, anatomic location, and activity all assessed (IBD)"	56
90693	"Typhoid vaccine, acetone-killed, dried (AKD), for subcutaneous or jet injection use (U.S. military)"	99
90692	"Typhoid vaccine, heat- and phenol-inactivated (H-P), for subcutaneous or intradermal use"	88
90690	"Typhoid vaccine, live, oral"	27
90691	"Typhoid vaccine, Vi capsular polysaccharide (ViCPs), for intramuscular use"	74
84510	Tyrosine	8
81350	"UGT1A1 (UDP glucuronosyltransferase 1 family, polypeptide A1) (eg, irinotecan metabolism), gene analysis, common variants (eg, *28, *36, *37)"	141
76946	"Ultrasonic guidance for amniocentesis, imaging supervision and interpretation"	77
76948	"Ultrasonic guidance for aspiration of ova, imaging supervision and interpretation"	81
76945	"Ultrasonic guidance for chorionic villus sampling, imaging supervision and interpretation"	89
76938	"Ultrasonic guidance for cyst (any location) or renal pelvis aspiration, radiological supervision and interpretation"	115
76932	"Ultrasonic guidance for endomyocardial biopsy, imaging supervision and interpretation"	85
76965	Ultrasonic guidance for interstitial radioelement application	61
76941	"Ultrasonic guidance for intrauterine fetal transfusion or cordocentesis, imaging supervision and interpretation"	111
76942	"Ultrasonic guidance for needle placement (eg, biopsy, aspiration, injection, localization device), imaging supervision and interpretation"	137
76930	"Ultrasonic guidance for pericardiocentesis, imaging supervision and interpretation"	82
76950	Ultrasonic guidance for placement of radiation therapy fields	61
76960	"Ultrasonic guidance for placement of radiation therapy fields, except for B-scan echography"	91
76934	"Ultrasonic guidance for thoracentesis or abdominal paracentesis, radiological supervision and interpretation"	108
76986	"Ultrasonic guidance, intraoperative"	35
76998	"Ultrasonic guidance, intraoperative"	35
76977	"Ultrasound bone density measurement and interpretation, peripheral site(s), any method"	86
76937	###############################################################################################################################################################################################################################################################	256
76490	"Ultrasound guidance for, and monitoring of, tissue ablation"	59
76940	"Ultrasound guidance for, and monitoring of, visceral tissue ablation"	68
76936	"Ultrasound guided compression repair of arterial pseudoaneurysm or arteriovenous fistulae (includes diagnostic ultrasound evaluation, compression of lesion and imaging)"	168
76970	Ultrasound study follow-up (specify)	36
76700	"Ultrasound, abdominal, B-scan and/or real time with image documentation; complete"	81
76705	"Ultrasound, abdominal, B-scan and/or real time with image documentation; limited (eg, single organ, quadrant, follow-up)"	120
76645	"Ultrasound, breast(s) (unilateral or bilateral), B-scan and/or real time with image documentation"	97
76604	"Ultrasound, chest, B-scan (includes mediastinum) and/or real time with image documentation"	90
76880	"Ultrasound, extremity, non-vascular, B-scan and/or real time with image documentation"	85
76881	"Ultrasound, extremity, nonvascular, real-time with image documentation; complete"	80
76882	"Ultrasound, extremity, nonvascular, real-time with image documentation; limited, anatomic specific"	98
76885	"Ultrasound, infant hips, real time with imaging documentation; dynamic (requiring physician manipulation)"	105
76886	"Ultrasound, infant hips, real time with imaging documentation; limited, static (not requiring physician manipulation)"	117
76856	"Ultrasound, pelvic (nonobstetric), B-scan and/or real time with image documentation; complete"	93
76857	"Ultrasound, pelvic (nonobstetric), B-scan and/or real time with image documentation; limited or follow-up (eg, for follicles)"	125
76805	"Ultrasound, pregnant uterus, B-scan and/or real time with image documentation; complete (complete fetal and maternal evaluation)"	128
76810	"Ultrasound, pregnant uterus, B-scan and/or real time with image documentation; complete (complete fetal and maternal evaluation), multiple gestation, after the first trimester"	175
76816	"Ultrasound, pregnant uterus, B-scan and/or real time with image documentation; follow-up or repeat"	98
76815	"Ultrasound, pregnant uterus, B-scan and/or real time with image documentation; limited (fetal size, heart beat, placental location, fetal position, or emergency in the delivery room)"	182
76812	"Ultrasound, pregnant uterus, real time with image documentation, fetal and maternal evaluation plus detailed fetal anatomic examination, transabdominal approach; each additional gestation (List separately in addition to code for primary procedure)"	247
76811	"Ultrasound, pregnant uterus, real time with image documentation, fetal and maternal evaluation plus detailed fetal anatomic examination, transabdominal approach; single or first gestation"	187
76801	"Ultrasound, pregnant uterus, real time with image documentation, fetal and maternal evaluation, first trimester ("	113
76802	"Ultrasound, pregnant uterus, real time with image documentation, fetal and maternal evaluation, first trimester ("	113
76814	"Ultrasound, pregnant uterus, real time with image documentation, first trimester fetal nuchal translucency measurement, transabdominal or transvaginal approach; each additional gestation (List separately in addition to code for primary procedure)"	246
76813	"Ultrasound, pregnant uterus, real time with image documentation, first trimester fetal nuchal translucency measurement, transabdominal or transvaginal approach; single or first gestation"	186
76817	"Ultrasound, pregnant uterus, real time with image documentation, transvaginal"	77
76770	"Ultrasound, retroperitoneal (eg, renal, aorta, nodes), B-scan and/or real time with image documentation; complete"	113
76775	"Ultrasound, retroperitoneal (eg, renal, aorta, nodes), B-scan and/or real time with image documentation; limited"	112
76870	"Ultrasound, scrotum and contents"	32
76536	"Ultrasound, soft tissues of head and neck (eg, thyroid, parathyroid, parotid), B-scan and/or real time with image documentation"	127
76800	"Ultrasound, spinal canal and contents"	37
76778	"Ultrasound, transplanted kidney, B-scan and/or real time with image documentation, with or without duplex Doppler study"	119
76776	"Ultrasound, transplanted kidney, real time and duplex Doppler with image documentation"	86
76830	"Ultrasound, transvaginal"	24
49250	"Umbilectomy, omphalectomy, excision of umbilicus (separate procedure)"	69
95199	Unlisted allergy/clinical immunologic service or procedure	58
01999	Unlisted anesthesia procedure(s)	32
78499	"Unlisted cardiovascular procedure, diagnostic nuclear medicine"	62
93799	Unlisted cardiovascular service or procedure	44
84999	Unlisted chemistry procedure	28
96549	Unlisted chemotherapy procedure	31
76497	"Unlisted computed tomography procedure (eg, diagnostic, interventional)"	71
21299	Unlisted craniofacial and maxillofacial procedure	49
88299	Unlisted cytogenetic study	26
91299	Unlisted diagnostic gastroenterology procedure	46
76499	Unlisted diagnostic radiologic procedure	40
90999	"Unlisted dialysis procedure, inpatient or outpatient"	52
78099	"Unlisted endocrine procedure, diagnostic nuclear medicine"	57
99499	Unlisted evaluation and management service	42
59897	"Unlisted fetal invasive procedure, including ultrasound guidance"	64
76496	"Unlisted fluoroscopic procedure (eg, diagnostic, interventional)"	64
78299	"Unlisted gastrointestinal procedure, diagnostic nuclear medicine"	64
78799	"Unlisted genitourinary procedure, diagnostic nuclear medicine"	61
85999	Unlisted hematology and coagulation procedure	45
78199	"Unlisted hematopoietic, reticuloendothelial and lymphatic procedure, diagnostic nuclear medicine"	96
99539	Unlisted home visit service or procedure	40
99600	Unlisted home visit service or procedure	40
58579	"Unlisted hysteroscopy procedure, uterus"	39
90399	Unlisted immune globulin	24
86849	Unlisted immunology procedure	29
88749	"Unlisted in vivo (eg, transcutaneous) laboratory service"	56
47379	"Unlisted laparoscopic procedure, liver"	38
49329	"Unlisted laparoscopy procedure, abdomen, peritoneum and omentum"	63
44979	"Unlisted laparoscopy procedure, appendix"	40
47579	"Unlisted laparoscopy procedure, biliary tract"	45
51999	"Unlisted laparoscopy procedure, bladder"	39
60659	"Unlisted laparoscopy procedure, endocrine system"	48
43289	"Unlisted laparoscopy procedure, esophagus"	41
49659	"Unlisted laparoscopy procedure, hernioplasty, herniorrhaphy, herniotomy"	71
44209	"Unlisted laparoscopy procedure, intestine (except rectum)"	57
44238	"Unlisted laparoscopy procedure, intestine (except rectum)"	57
38589	"Unlisted laparoscopy procedure, lymphatic system"	48
59898	"Unlisted laparoscopy procedure, maternity care and delivery"	59
58679	"Unlisted laparoscopy procedure, oviduct, ovary"	46
44239	"Unlisted laparoscopy procedure, rectum"	38
45499	"Unlisted laparoscopy procedure, rectum"	38
50549	"Unlisted laparoscopy procedure, renal"	37
55559	"Unlisted laparoscopy procedure, spermatic cord"	46
38129	"Unlisted laparoscopy procedure, spleen"	38
43659	"Unlisted laparoscopy procedure, stomach"	39
54699	"Unlisted laparoscopy procedure, testis"	38
50949	"Unlisted laparoscopy procedure, ureter"	38
58578	"Unlisted laparoscopy procedure, uterus"	38
76498	"Unlisted magnetic resonance procedure (eg, diagnostic, interventional)"	70
21089	Unlisted maxillofacial prosthetic procedure	43
87999	Unlisted microbiology procedure	31
89240	Unlisted miscellaneous pathology test	37
89399	Unlisted miscellaneous pathology test	37
78999	"Unlisted miscellaneous procedure, diagnostic nuclear medicine"	61
97039	Unlisted modality (specify type and time if constant attendance)	64
81479	Unlisted molecular pathology procedure	38
81599	Unlisted multianalyte assay with algorithmic analysis	53
78399	"Unlisted musculoskeletal procedure, diagnostic nuclear medicine"	63
21499	"Unlisted musculoskeletal procedure, head"	40
88099	Unlisted necropsy (autopsy) procedure	37
78699	"Unlisted nervous system procedure, diagnostic nuclear medicine"	62
95999	Unlisted neurological or neuromuscular diagnostic procedure	59
93998	Unlisted noninvasive vascular diagnostic study	46
92499	Unlisted ophthalmological service or procedure	46
92599	Unlisted otorhinolaryngological service or procedure	52
92700	Unlisted otorhinolaryngological service or procedure	52
97799	Unlisted physical medicine/rehabilitation service or procedure	62
99429	Unlisted preventive medicine service	36
22999	"Unlisted procedure, abdomen, musculoskeletal system"	51
49999	"Unlisted procedure, abdomen, peritoneum and omentum"	51
31299	"Unlisted procedure, accessory sinuses"	37
66999	"Unlisted procedure, anterior segment of eye"	43
46999	"Unlisted procedure, anus"	24
29909	"Unlisted procedure, arthroscopy"	31
29999	"Unlisted procedure, arthroscopy"	31
47999	"Unlisted procedure, biliary tract"	33
19499	"Unlisted procedure, breast"	26
33999	"Unlisted procedure, cardiac surgery"	35
29799	"Unlisted procedure, casting or strapping"	40
77799	"Unlisted procedure, clinical brachytherapy"	42
68399	"Unlisted procedure, conjunctiva"	31
41899	"Unlisted procedure, dentoalveolar structures"	44
39599	"Unlisted procedure, diaphragm"	29
60699	"Unlisted procedure, endocrine system"	36
43499	"Unlisted procedure, esophagus"	29
15999	"Unlisted procedure, excision pressure ulcer"	43
69399	"Unlisted procedure, external ear"	32
67999	"Unlisted procedure, eyelids"	27
58999	"Unlisted procedure, female genital system (nonobstetrical)"	58
27599	"Unlisted procedure, femur or knee"	33
28899	"Unlisted procedure, foot or toes"	32
25999	"Unlisted procedure, forearm or wrist"	36
26989	"Unlisted procedure, hands or fingers"	36
38999	"Unlisted procedure, hemic or lymphatic system"	45
24999	"Unlisted procedure, humerus or elbow"	36
